,,,,,,,,,,,,,,,,,
,,,,,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected
Complex crisis in Colombia,"Socio-political,Conflict,Violence,Floods,Displacement",COL001,Colombia,COL,39.9,3.4,4.507,2.9,0.293,4.8,0.7823529411764706,0.06666666666666667,0.08837254901960784,0.056862745098039215,0.005745098039215686,4,4.4
Venezuela displacement in Colombia,Displacement,COL002,Colombia,COL,20.708,0.722,4.831,0,0,4.5,0.7885157261442388,0.02749219404462722,0.18395400198004722,0,0,3,3.75
Nicaraguan refugees in Costa Rica,Displacement,CRI002,Costa Rica,CRI,0.906,0.047,0.18,0,0,2.1,0.7996469549867609,0.04148278905560459,0.1588702559576346,0,0,3,2.55
Multiple crises in Djibouti,"Displacement,Drought",DJI001,Djibouti,DJI,0.576,0.413,0.218,0.012,0,2.3,0.4721311475409836,0.33852459016393444,0.17868852459016393,0.009836065573770493,0,3,2.65
Mixed migration in Djibouti,Displacement,DJI002,Djibouti,DJI,0.643,0,0.038,0,0,1,0.9441997063142438,0,0.055800293685756244,0,0,3,2
Drought in Djibouti,Drought,DJI003,Djibouti,DJI,0.575,0.415,0.18,0.012,0,2.1,0.4969749351771824,0.35868625756266204,0.15557476231633535,0.010371650821089023,0,3,2.55
Venezuela displacement in Dominican Republic,Displacement,DOM002,Dominican Republic,DOM,0.564,9.411,0.099,0,0,1.7,0.05598570577724836,0.9341870160810006,0.009827278141751042,0,0,2,1.85
Mixed migration flows in Algeria,Displacement,DZA002,Algeria,DZA,44.683,0,0.262,0,0,2.4,0.9941706530203582,0,0.005829346979641784,0,0,1,1.7
Sahrawi refugees in Algeria,Displacement,DZA003,Algeria,DZA,0.049,0.084,0.09,0,0,1.6,0.21973094170403587,0.37668161434977576,0.40358744394618834,0,0,3,2.3
Multiple crises in Algeria,Displacement,DZA004,Algeria,DZA,44.732,0.084,0.352,0,0,2.6,0.9903471484236628,0.0018597236981934113,0.0077931278781438185,0,0,1,1.8
Venezuela displacement in Ecuador,Displacement,ECU002,Ecuador,ECU,9.339,7.431,0.873,0,0,3.2,0.5293317463016494,0.42118687298078555,0.04948138071756504,0,0,2,2.6
Syrian Refugee Crisis in Egypt,Displacement,EGY002,Egypt,EGY,13.989,0,0.145,0,0,1.9,0.9897410499504741,0,0.010258950049525966,0,0,1,1.45
Complex crisis in Eritrea,"Socio-political,Displacement",ERI001,Eritrea,ERI,5.009,0,1.2,0,0,3.5,0.8067321629892092,0,0.19326783701079078,0,0,3,3.25
Mixed migration flows in spain,Displacement,ESP002,Spain,ESP,12.002,0,0.146,0,0,1.9,0.9880628961883593,0,0.012019428665514118,0,0,1,1.45
Complex crisis in Ethiopia,"Displacement,Floods,Conflict",ETH001,Ethiopia,ETH,28.495,67.584,26.295,1.44,0.76,5,0.22873954436720342,0.5425209112655931,0.2110793584536099,0.011559394416170309,0.0061007914974232184,3,4
International Displacement,Displacement,ETH003,Ethiopia,ETH,82.595,41.101,0.878,0,0,3.2,0.6630195706969352,0.32993240965209436,0.0070480196509705075,0,0,2,2.6
Northern Ethiopia Conflict,"Conflict,Displacement",ETH004,Ethiopia,ETH,0,20.7,7,1.9,0.5,5,0,0.6877076411960132,0.23255813953488372,0.06312292358803986,0.016611295681063124,4,4.5
Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,36,14.1,7.7,1.44,0.76,5,0.6,0.235,0.12833333333333333,0.024,0.012666666666666666,3,4
Flood crisis in Gambia ,Floods,GMB002,Gambia,GMB,2.448,0,0.038,0.006,0,1.1,0.9823434991974318,0,0.015248796147672551,0.002407704654895666,0,1,1.05
Mixed migration flows in Greece,Displacement,GRC002,Greece,GRC,0.245,0.141,0.019,0,0,0.5,0.6049382716049383,0.34814814814814815,0.04691358024691358,0,0,2,1.25
Complex crisis in Guatemala,"Violence,Socio-political,Other seasonal event",GTM001,Guatemala,GTM,11.4,1.9,3.8,0,0,4.3,0.6666666666666666,0.1111111111111111,0.2222222222222222,0,0,3,3.65
Complex crisis in Honduras,"Violence,Socio-political,Other seasonal event,Cyclone",HND001,Honduras,HND,5.4,1.2,2.8,0,0,4.1,0.574468085106383,0.1276595744680851,0.2978723404255319,0,0,3,3.55
Complex crisis in Haiti,"Earthquake,Violence,Socio-political,Other seasonal event",HTI001,Haiti,HTI,3.2,3.8,1.9,1.5,1,4.4,0.2807017543859649,0.3333333333333333,0.16666666666666666,0.13157894736842105,0.08771929824561403,5,4.7
Nippes Earthquake ,Earthquake,HTI002,Haiti,HTI,5.739,0.04,0.65,0,0,3,0.892673821745217,0.006221807435059885,0.10110437081972314,0,0,3,3
Displacement from Ukraine conflict in Hungary,"Conflict,Displacement",HUN002,Hungary,HUN,0.745,0,1.59,0,0,3.7,0.31905781584582443,0,0.6809421841541756,0,0,3,3.35
Papua Conflict,"Socio-political,Violence",IDN002,Indonesia,IDN,0,5.338,0.1,0,0,1.7,0,0.9816108863552777,0.018389113644722323,0,0,2,1.85
Country Level,"Earthquake,Socio-political,Violence",IDN007,Indonesia,IDN,15.061,7.076,0.162,0,0,2,0.6754114534284048,0.31732364680030495,0.007264899771290192,0,0,2,2
Earthquake in West Java province,Earthquake,IDN008,Indonesia,IDN,15.061,1.738,0.062,0,0,1.3,0.8932447660281122,0.10307810924618943,0.0036771247256983572,0,0,2,1.65
Conflict in Jammu and Kashmir,Socio-political,IND002,India,IND,12.541,x,x,x,x,x,1,x,x,x,x,x,x
Afghan Refugees in Iran,Displacement,IRN004,Iran,IRN,21.943,0,0.78,2.1,0,4.1,0.8839785682633042,0,0.03142247109535511,0.08459896064134069,0,4,4.05
Multiple crises in Iraq,"Violence,Displacement,Socio-political,Conflict",IRQ001,Iraq,IRQ,39.908,3.061,2.234,0.382,0.146,4.1,0.8727065975639091,0.06693782938616633,0.04885302543243893,0.008353561197489558,0.0031927223424960093,3,3.55
Conflict  in Iraq,"Conflict,Socio-political,Violence",IRQ002,Iraq,IRQ,35.276,2.8,2.15,0.225,0.125,4,0.8693809148264984,0.06900630914826499,0.05298698738170347,0.005545149842271294,0.0030806388012618296,3,3.5
Syrian and Palestinian refugees in iraq,Displacement,IRQ003,Iraq,IRQ,4.632,0.029,0.315,0.157,0.021,2.8,0.8987194412107101,0.005626697710516104,0.06111757857974389,0.030461777260380286,0.004074505238649592,3,2.9
Mixed migration flows in Italy,Displacement,ITA002,Italy,ITA,6.503,0,0.227,0,0,2.3,0.9662704309063893,0,0.033729569093610696,0,0,1,1.65
Syrian refugees in Jordan,Displacement,JOR002,Jordan,JOR,6.869,1.062,0.622,0.155,0,3.2,0.7888148828663298,0.1219568213137345,0.07142857142857142,0.017799724391364263,0,3,3.1
Multiple crisis in Kenya ,"Drought,Displacement",KEN001,Kenya,KEN,0,11.999,3.711,1.212,0,4.5,0,0.7090769412598984,0.21930031911121617,0.07162273962888548,0,4,4.25
Refugee situation in Kenya,Displacement,KEN002,Kenya,KEN,0.559,0,0.555,0,0,2.9,0.5017953321364452,0,0.4982046678635548,0,0,3,2.95
Drought in Kenya,Drought,KEN003,Kenya,KEN,0,12.479,3.143,1.212,0,4.4,0,0.7412973743614114,0.18670547701081144,0.07199714862777712,0,4,4.2
Syrian refugees in Lebanon,Displacement,LBN002,Lebanon,LBN,0.525,4.715,0.78,0.703,0.046,3.6,0.07755946225439504,0.6965578371989954,0.11523120106367263,0.10385581326636135,0.006795686216575565,4,3.8
Socioeconomic crisis in Lebanon,"Socio-political,Violence,Tecnological Disaster",LBN004,Lebanon,LBN,0.525,3.035,1.889,1.275,0.046,4.2,0.07755946225439504,0.44836755798493133,0.27906633180676615,0.18835869404638794,0.006795686216575565,4,4.1
Complex crisis in Libya,"Conflict,Displacement,Socio-political",LBY001,Libya,LBY,4.428,2.952,0.738,0.082,0,3.2,0.54,0.36,0.09,0.01,0,3,3.1
Mixed migration flows in Libya,Displacement,LBY002,Libya,LBY,7.477,0,0.723,0,0,3.1,0.911829268292683,0,0.08817073170731707,0,0,3,3.05
Socio-economic crisis in Sri Lanka,"Socio-political,Food Security",LKA002,Sri Lanka,LKA,0,15.156,3.6,3.344,0.056,4.7,0,0.6840584943130529,0.16248420292471566,0.15092977071673588,0.002527532045495577,4,4.35
Food security crisis in Lesotho,Food Security,LSO003,Lesotho,LSO,0.655,0.511,0.319,0,0,2.5,0.44107744107744107,0.3441077441077441,0.21481481481481482,0,0,3,2.75
Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,37.459,0,0.021,0,0,0.5,0.9994397011739594,0,0.000560298826040555,0,0,1,0.75
DIsplacement from Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,0.11,0,0.698,0,0,3.1,0.13630731102850063,0,0.8649318463444857,0,0,3,3.05
Multiple crisis in Madagascar,"Drought,Cyclone",MDG001,Madagascar,MDG,24.631,2.878,1.911,0.222,0,3.9,0.8309212967648348,0.09708868872921095,0.06446715919441352,0.007489120534358871,0,3,3.45
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,1.199,2.106,1.723,0.222,0,3.8,0.2283374595315178,0.40106646353075603,0.3281279756236907,0.042277661397828986,0,3,3.4
Tropical Cyclones Season in 2022 in Madagascar,Cyclone,MDG006,Madagascar,MDG,28.683,0.772,0.188,0,0,2.1,0.9676146139054752,0.026043247984347064,0.0063421381101777825,0,0,1,1.55
Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,117.806,0.513,0.094,0,0,1.6,0.9948654719881095,0.0043322580100325974,0.0007938250544699106,0,0,1,1.3
Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,118.035,0.379,x,x,x,x,0.9967993649399565,0.003200635060043576,x,x,x,x,x
Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,113.89,0.134,0.094,0,0,1.6,0.9980020680348411,0.001174223172505652,0.0008237087926532186,0,0,1,1.3
Complex crisis in Mali,Conflict,MLI001,Mali,MLI,14.769,0,3.4,2.7,0.2,4.7,0.700982486117044,0,0.16137453130191276,0.12815036309269542,0.009492619488347809,4,4.35
Multiple crises in Myanmar,"Socio-political,Conflict,Violence",MMR001,Myanmar,MMR,20.726,20.568,2.807,9.137,2.462,5,0.37210053859964093,0.36926391382405743,0.05039497307001795,0.1640394973070018,0.04420107719928187,4,4.5
Rakhine Conflict,Conflict,MMR002,Myanmar,MMR,2.3,0,0,1.553,0,3.7,0.5967825635703166,0,0,0.40295796574987025,0,4,3.85
Kachin and Shan Conflict,Conflict,MMR003,Myanmar,MMR,5.4,0,0.777,2.065,0.151,4.1,0.6433933039437627,0,0.09257714762301918,0.24603836530442036,0.017991183128797807,4,4.05
Post-coup conflict in Myanmar,"Violence,Socio-political,Conflict",MMR004,Myanmar,MMR,13.025,20.568,2.03,5.519,2.311,5,0.29974915425862425,0.47333900996478956,0.046717142659885386,0.12701079327089038,0.053183899845810415,5,5
Multiple Crises in Mozambique,"Conflict,Displacement,Cyclone",MOZ001,Mozambique,MOZ,17.13,8.941,2.297,0,0,3.9,0.6038494077834179,0.3151790750141004,0.08097151720248166,0,0,3,3.45
Cabo Delgado Islamist Insurgency,"Conflict,Displacement",MOZ004,Mozambique,MOZ,0,8.702,1.6,0,0,3.7,0,0.84469035138808,0.15530964861192,0,0,3,3.35
2022 Tropical Cyclone Seasons in Mozambique,Cyclone,MOZ008,Mozambique,MOZ,17.13,0.239,0.697,0,0,3.1,0.9481899701095982,0.013229270452784235,0.03858075943761762,0,0,2,2.55
Refugees from Mali in Mauritania,Displacement,MRT002,Mauritania,MRT,0,1.416,0.097,0,0,1.6,0,0.9358889623265036,0.06411103767349637,0,0,3,2.3
Food Security in Mauritania,"Drought,Floods",MRT003,Mauritania,MRT,2.045,1.435,0.796,0.083,0,3.2,0.46914429915118144,0.329203945859142,0.18261069052534984,0.01904106446432668,0,3,3.1
Complex crisis in Malawi,"Drought,Socio-political,Cyclone",MWI002,Malawi,MWI,7.637,6.99,4.502,0,0,4.4,0.3992367609388886,0.36541376966908884,0.2353494693920226,0,0,3,3.7
Tropical Cyclone Ana in Malawi,Cyclone,MWI004,Malawi,MWI,16.01,0.31,0.68,0,0,3.1,0.9417647058823531,0.018235294117647058,0.04,0,0,2,2.55
International Refugees in Malaysia,Displacement,MYS001,Malaysia,MYS,0,9.907,0.183,0,0,2.1,0,0.9818632309217047,0.018136769078295343,0,0,2,2.05
Food Security Crisis in Namibia,Drought,NAM002,Namibia,NAM,0.964,0.836,0.632,0.119,0,3.1,0.377891023128185,0.32771462171697374,0.24774598196785574,0.046648373186985496,0,3,3.05
Multiple crises in Niger,"Conflict,Displacement",NER001,Niger,NER,20.478,0.867,2.739,0.35,0.066,4.2,0.8358367346938775,0.03538775510204081,0.11179591836734694,0.014285714285714285,0.002693877551020408,3,3.6
Boko Haram in Niger,Conflict,NER002,Niger,NER,0,0.048,0.589,0.014,0.003,3,0,0.0732824427480916,0.899236641221374,0.021374045801526718,0.004580152671755725,3,3
Mali/Burkina Faso conflict,Conflict,NER003,Niger,NER,3.64,0.45,1.599,0.304,0.057,3.8,0.6016528925619835,0.0743801652892562,0.264297520661157,0.05024793388429752,0.009421487603305785,4,3.9
Nigerian Refugees,Displacement,NER004,Niger,NER,3.402,0.368,0.551,0.032,0.006,3,0.7804542326221611,0.08442303280568937,0.1264051387933012,0.00734113328745125,0.0013764624913971094,3,3
Complex crisis in Nigeria,"Conflict,Displacement,Violence",NGA001,Nigeria,NGA,193.665,7.651,14.768,4.389,0,5,0.8784068797539835,0.034702662003964206,0.06698325872102252,0.019907199521029786,0,3,4
Middle belt conflict,Violence,NGA003,Nigeria,NGA,13.837,0,1.528,0.168,0,3.7,0.8908704609837754,0,0.09837754313674993,0.010816379088333763,0,3,3.35
Boko Haram crisis in Nigeria,"Conflict,Displacement",NGA004,Nigeria,NGA,0,7.651,4.6,3.8,0,4.9,0,0.4766681203663323,0.28658650551367515,0.23674537411999252,0,4,4.45
Northwest Banditry,"Violence,Displacement",NGA007,Nigeria,NGA,34.785,0,6.325,0.42,0,4.7,0.8375671185379596,0,0.1522958753702054,0.010112927692566998,0,3,3.85
Cameroonian Refugees in Nigeria,Displacement,NGA008,Nigeria,NGA,12.588,0,0.087,0,0,1.6,0.9931360946745562,0,0.006863905325443787,0,0,1,1.3
Socioeconomic crisis in Nicaragua,Socio-political,NIC001,Nicaragua,NIC,6.001,0.2,0,0,0,0,0.9677471375584583,0.032252862441541685,0,0,0,1,0.5
Complex crisis in Pakistan,"Displacement,Conflict",PAK001,Pakistan,PAK,94.646,82.643,51.079,1.122,0,5,0.41242063889772496,0.3601174783976574,0.22257711698599933,0.004889123225949828,0,3,4
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,x,x,x,x,x,x,x,x,x,x,x,x,x
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,0,12.4,20.57,0.03,0,5,0,0.37575757575757573,0.6233333333333333,0.0009090909090909091,0,3,4
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,0.049,0.002,0.094,0,0,1.6,0.33793103448275863,0.013793103448275862,0.6482758620689655,0,0,3,2.3
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,23.278,8.381,1.7,0,0,3.7,0.697802691927216,0.25123654785814925,0.050960760214634734,0,0,3,3.35
Multiple crises in the Philippines,"Conflict,Cyclone,Violence",PHL001,Philippines,PHL,90.249,16.159,2.626,0,0,4,0.8277218823658892,0.14820283767299808,0.024084451496335972,0,0,2,3
Mindanao conflict,"Conflict,Violence",PHL003,Philippines,PHL,26.139,0,0.113,0,0,1.8,0.9956955660521103,0,0.004304433947889685,0,0,1,1.4
Typhoon RAI,Cyclone,PHL010,Philippines,PHL,6.606,9.657,2.4,0,0,4,0.3539813524809774,0.5174686528775051,0.12860357946629514,0,0,3,3.5
Earthquake in Abra,Earthquake,PHL011,Philippines,PHL,6.509,0.525,0.05,0,0,1.2,0.9189608922772836,0.07412113511224058,0.007059155724975293,0,0,2,1.6
Typhoon Nalgae,Cyclone,PHL012,Philippines,PHL,89.922,5.977,0.063,0,0,1.3,0.937058418957504,0.062285071174006376,0.0006565098684896105,0,0,2,1.65
Highlands Violence,Earthquake,PNG003,Papua New Guinea,PNG,2.59,0,0.178,0.087,0,2.4,0.9071803852889667,0,0.06234676007005254,0.030472854640980734,0,3,2.7
Displacement from Ukraine conflict in Poland,"Displacement,Conflict",POL002,Poland,POL,0.36,0,7.584,0,0,4.8,0.045317220543806644,0,0.9546827794561934,0,0,3,3.9
Complex crisis in DPRK,"Socio-political,Floods,Other seasonal event,Food Security",PRK001,DPRK,PRK,0,15.12,4.97,5.459,0,5,0,0.5891062105509234,0.19364139328294241,0.21269383620353777,0,4,4.5
Conflict in Palestine,"Conflict,Socio-political,Violence",PSE002,Palestine,PSE,0,3.255,1.974,0.126,0,3.9,0,0.6078431372549019,0.3686274509803922,0.023529411764705882,0,3,3.45
Regional Boko Haram Crisis,0,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",3.49,6.212,6.409,3.452,0.911,5,0.17046009573117124,0.30340920191462345,0.3130311614730878,0.16860408322750806,0.04449545765360945,4,4.5
Venezuela Regional Crisis,0,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",149.809,37.651,26.943,0,0,5,0.6987294894637177,0.17560936931558474,0.12566580535629332,0,0,3,4
Regional Kashmir conflict,0,REG003,"India,Pakistan","IND,PAK",x,x,x,x,x,x,x,x,x,x,x,x,x
Syrian Regional Crisis,0,REG004,"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",50.095,19.843,13.072,6.309,0.127,5,0.5600648443177372,0.22184582704455252,0.14614567611381296,0.07053496562133155,0.001419866957348091,4,4.5
Eastern Mediterranean Route ,0,REG006,"Turkey,Greece","TUR,GRC",29.041,8.787,0.167,0.036,0,2.2,0.7636138939286372,0.23104835528910625,0.0043911545844179745,0.0009465961978386054,0,2,2.1
Central Mediterranean Route,0,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",71.042,0,1.224,0,0,3.5,0.9830625743779924,0,0.016937425622007583,0,0,1,2.25
Western Mediterranean Route,0,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",94.144,0,0.429,0,0,2.7,0.9954743475870237,0,0.004536226367212283,0,0,1,1.85
Rohingya Regional Crisis,0,REG011,"Bangladesh,Myanmar","BGD,MMR",2.3,0,1.489,1.553,0,4.1,0.43046977353546695,0,0.27868238817143925,0.2906606775219914,0,4,4.05
Southern Africa Regional Food Security Crisis,0,REG012,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",24.604,21.117,15.897,1.423,0,5,0.39027949620887664,0.3349671647473113,0.25216522318454365,0.022572253418356017,0,3,4
Nagorno-Karabakh Conflict,0,REG013,"Armenia,Azerbaijan","ARM,AZE",1.593,2.833,0.027,0,0,0.7,0.3578167115902965,0.6363432165318957,0.006064690026954178,0,0,2,1.35
Eastern Africa Regional Drought Crisis,Drought,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",35.9,34.635,15.738,5.702,0.614,5,0.387730856463981,0.37406847391726966,0.16997515930446053,0.06158332433308133,0.006631385678799007,4,4.5
Displacement from Ukraine conflict in Romania,"Conflict,Displacement",ROU002,Romania,ROU,5.049,0,1.557,0,0,3.7,0.7643051771117166,0,0.2356948228882834,0,0,3,3.35
Burundi and DRC refugees in Rwanda,Displacement,RWA002,Rwanda,RWA,2.255,0,0.127,0,0,1.8,0.9518784297171803,0,0.05360911777121148,0,0,3,2.4
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,20.5,13.5,10.2,5.5,0.1,5,0.4270833333333333,0.28125,0.2125,0.11458333333333333,0.0020833333333333333,4,4.5
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,0,13.631,1.139,0,0,3.4,0,0.9228842247799594,0.07711577522004062,0,0,3,3.2
Floods in Sudan ,Floods,SDN006,Sudan,SDN,49.451,0.21,0.139,0,0,1.9,0.9929919678714859,0.004216867469879518,0.002791164658634538,0,0,1,1.45
Violence in Darfur and Kordofan regions,Violence,SDN008,Sudan,SDN,0,9.299,3.73,4.11,0,4.8,0,0.5425637435089562,0.21763230060096855,0.2398039558900753,0,4,4.4
Drought in Senegal,Drought,SEN002,Senegal,SEN,12.806,3.681,0.757,0.013,0,3.1,0.7420326804960019,0.21329238613976126,0.043863715378375245,0.0007532738440143702,0,2,2.55
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,3.5,1.5,1.7,0,0,3.7,0.5223880597014925,0.22388059701492538,0.2537313432835821,0,0,3,3.35
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,0,10.003,5.32,2.18,0.301,4.8,0,0.5618715946750548,0.29882604055496265,0.1224512722574847,0.016907262820872886,4,4.4
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,2.66,0,0.034,0,0,0.9,0.9873793615441723,0,0.012620638455827766,0,0,1,0.95
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,0,0.255,1.66,10.727,0.128,5,0,0.019957736557877435,0.1299209517101041,0.8395554512013774,0.01001800109571887,4,4.5
2022 seasonal floods in South Sudan,Floods,SSD003,South Sudan,SSD,10.643,0,1,0,0,3.3,0.9141114832946835,0,0.0858885167053165,0,0,3,3.15
Displacement from Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,1.571,0,0.954,0,0,3.3,0.6224247226624405,0,0.37797147385103014,0,0,3,3.15
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,0.477,0.438,0.222,0.037,0,2.4,0.40630323679727426,0.3730834752981261,0.1890971039182283,0.03151618398637138,0,3,2.7
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,0,3.963,9.6,4.9,0.06,5,0,0.21395022404578093,0.5182745775522324,0.26453598229228525,0.0032392161097014524,4,4.5
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,9.175,1.207,0.715,1.91,3.525,4.6,0.5462284931833066,0.07185806989343335,0.042567125081859856,0.11371078168720605,0.20985890337560278,5,4.8
Boko Haram in Chad,Conflict,TCD003,Chad,TCD,0.277,0,0,0,0.827,3.2,0.2509057971014493,0,0,0,0.7490942028985508,5,4.1
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,1.939,0,0,0,1.248,3.5,0.608409162221525,0,0,0,0.39159083777847503,5,4.25
