,,,,,,,,,,,,,,,,,
,,,,,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected
Multiple crises in Cameroon,"Conflict,Displacement",CMR001,Cameroon,CMR,19.743,0,2.247,1.133,0,4.2,0.8538251956926004,0,0.09717597197595468,0.048998832331444885,0,3,3.6
Lake Chad basin crisis in Cameroon,Conflict,CMR002,Cameroon,CMR,3.994,0,0.379,0.805,0,3.5,0.7711913496814057,0,0.07318015060822552,0.1554354122417455,0,4,3.75
Anglophone Crisis in Cameroon,Conflict,CMR003,Cameroon,CMR,10.842,0,1.492,0.328,0,3.8,0.8562628336755647,0,0.1178328858000316,0.025904280524403727,0,3,3.4
CAR refugees in Cameroon,"Conflict,Displacement",CMR004,Cameroon,CMR,4.906,0,0.376,0,0,2.6,0.9288148428625521,0,0.07118515713744794,0,0,3,2.8
Complex crisis in DRC,"Conflict,Displacement,Socio-political",COD001,DRC,COD,88.2,0,10.414,10.414,4.572,5,0.7764084507042254,0,0.0916725352112676,0.0916725352112676,0.040246478873239434,4,4.5
Complex crisis in Congo,Conflict,COG001,Congo,COG,5.445,0,0.525,0,0,2.9,0.9120603015075377,0,0.08793969849246232,0,0,3,2.95
Complex crisis in Colombia,"Socio-political,Conflict,Violence,Floods,Displacement",COL001,Colombia,COL,32.524,9.776,6.08,3.8,0.52,5,0.6171537001897534,0.18550284629981026,0.11537001897533207,0.07210626185958255,0.009867172675521821,4,4.5
Venezuela displacement in Colombia,Displacement,COL002,Colombia,COL,16.028,12.876,1.155,0.84,0.105,3.9,0.5169488792130301,0.41528785679729074,0.03725205611998065,0.027092404450895016,0.003386550556361877,3,3.45
Nicaraguan refugees in Costa Rica,Displacement,CRI002,Costa Rica,CRI,2.215,0,0.235,0,0,2.3,0.9037127702978376,0,0.09587923296613628,0,0,3,2.65
Displacement from Russia-Ukraine conflict in Czechia,"Conflict,Displacement",CZE002,Czech Republic,CZE,10.672,0,0.371,0,0,2.6,0.9664040568686045,0,0.03359594313139545,0,0,1,1.8
Multiple crises in Djibouti,"Displacement,Drought",DJI001,Djibouti,DJI,0.39,0.475,0.264,0.053,0,2.5,0.3299492385786802,0.40186125211505924,0.2233502538071066,0.04483925549915398,0,3,2.75
Mixed migration in Djibouti,Displacement,DJI002,Djibouti,DJI,0.644,0,0.032,x,x,0.8,0.9526627218934911,0,0.047337278106508875,x,x,1,0.9
Drought in Djibouti,Drought,DJI003,Djibouti,DJI,0.422,0.475,0.232,0.053,0,2.4,0.3570219966159052,0.40186125211505924,0.19627749576988154,0.04483925549915398,0,3,2.7
Venezuela displacement in Dominican Republic,Displacement,DOM002,Dominican Republic,DOM,11.105,0.007,0.117,0,0,1.8,0.9889571644848161,0.0006233858758571555,0.010419449639326743,0,0,1,1.4
Mixed migration flows in Algeria,Displacement,DZA002,Algeria,DZA,46.635,0,0.261,x,x,2.4,0.9944344933469805,0,0.005565506653019447,x,x,1,1.7
Sahrawi refugees in Algeria,Displacement,DZA003,Algeria,DZA,0.049,0,0.174,x,x,2.1,0.21973094170403587,0,0.7802690582959642,x,x,3,2.55
Multiple crises in Algeria,Displacement,DZA004,Algeria,DZA,46.461,0,0.435,x,x,2.7,0.990724155578301,0,0.009275844421699079,x,x,1,1.85
Venezuela displacement in Ecuador,Displacement,ECU002,Ecuador,ECU,10.409,6.862,0.73,x,x,3.1,0.5782456530192767,0.381201044386423,0.04055330259430032,x,x,2,2.55
Refugees in Egypt,"Displacement,Conflict",EGY004,Egypt,EGY,116.059,0,0.726,x,x,3.1,0.9937834482168086,0,0.0062165517831913346,x,x,1,2.05
Complex crisis in Eritrea,"Socio-political,Displacement",ERI001,Eritrea,ERI,2.649,0,1.1,x,x,3.4,0.7065884235796213,0,0.2934115764203788,x,x,3,3.2
Mixed migration flows in Spain,Displacement,ESP002,Spain,ESP,47.911,0,0.089,x,x,1.6,0.9981458333333333,0,0.0018541666666666667,x,x,1,1.3
Displacement from Russia-Ukraine conflict in Estonia,"Conflict,Displacement",EST002,Estonia,EST,1.349,0,0.035,0,0,0.9,0.9747109826589595,0,0.025289017341040464,0,0,1,0.95
Complex crisis in Ethiopia,"Displacement,Floods,Conflict",ETH001,Ethiopia,ETH,0,111.129,9.874,11.486,0,5,0,0.8387790684509657,0.07452694185932417,0.0866939896897101,0,4,4.5
International Displacement,Displacement,ETH003,Ethiopia,ETH,95.559,0,1.064,0,0,3.4,0.9889778936910084,0,0.011011756913396257,0,0,1,2.2
Northern Ethiopia Conflict,"Conflict,Displacement",ETH004,Ethiopia,ETH,0,21.546,3.482,5.621,0,4.9,0,0.7029919410094946,0.1136089268817906,0.1833991321087148,0,4,4.45
Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,0,75.118,8.083,11.423,0,5,0,0.7938577950625634,0.08542230300980724,0.12071990192762935,0,4,4.5
Mixed migration flows in Greece,Displacement,GRC002,Greece,GRC,0.463,0,0.187,x,x,2.1,0.7123076923076923,0,0.2876923076923077,x,x,3,2.55
Complex crisis in Guatemala,"Violence,Socio-political,Other seasonal event",GTM001,Guatemala,GTM,7.744,4.556,4.948,0.352,0,4.5,0.44,0.25886363636363635,0.28113636363636363,0.02,0,3,3.75
Complex crisis in Honduras,"Violence,Socio-political,Other seasonal event",HND001,Honduras,HND,4.212,2.733,1.428,1.372,0,4.1,0.4322216521292971,0.2804515135967163,0.1465366854797332,0.14079014879425347,0,4,4.05
Complex crisis in Haiti,"Earthquake,Violence,Socio-political,Other seasonal event",HTI001,Haiti,HTI,3.042,3.158,3.855,1.645,0,4.6,0.26,0.2699145299145299,0.3294871794871795,0.1405982905982906,0,4,4.3
Displacement from Russia-Ukraine conflict in Hungary,"Conflict,Displacement",HUN002,Hungary,HUN,9.643,0,0.062,0,0,1.3,0.9936115404430705,0,0.0063884595569294175,0,0,1,1.15
Papua Conflict,"Socio-political,Violence,Conflict",IDN002,Indonesia,IDN,0,5.502,0.1,x,x,1.7,0,0.9821492324169939,0.01785076758300607,x,x,2,1.85
Afghan Refugees in Iran,Displacement,IRN004,Iran,IRN,20.346,0,1.377,3.1,0,4.4,0.8196430729565323,0,0.05547274704910768,0.12488417999436006,0,4,4.2
Multiple crises in Iraq,"Violence,Displacement,Socio-political,Conflict",IRQ001,Iraq,IRQ,37.509,7.35,0.092,0.033,0,1.8,0.833848342707245,0.16339506035613455,0.002045217082008759,0.0007336104750683592,0,2,1.9
Conflict  in Iraq,"Conflict,Socio-political,Violence",IRQ002,Iraq,IRQ,38.72,5.881,0.06,0.03,0,1.6,0.866393681054351,0.13159249065807432,0.001342552191716453,0.0006712760958582265,0,2,1.8
Syrian and Palestinian refugees in iraq,Displacement,IRQ003,Iraq,IRQ,4.96,1.468,0.033,0.003,0,0.9,0.7673267326732673,0.2271039603960396,0.00510519801980198,0.0004641089108910891,0,2,1.45
Mixed migration flows in Italy,Displacement,ITA002,Italy,ITA,59.12,0,0.195,x,x,2.2,0.9967124673354126,0,0.0032875326645873727,x,x,1,1.6
Syrian refugees in Jordan,Displacement,JOR002,Jordan,JOR,7.44,0.488,1.325,0.026,0,3.6,0.8017241379310345,0.052586206896551725,0.1427801724137931,0.0028017241379310344,0,3,3.3
Multiple crisis in Kenya ,"Drought,Displacement",KEN001,Kenya,KEN,0.559,27.541,1.98,0.026,0,3.8,0.018567727363316282,0.9148010363382715,0.06576762107221151,0.0008636152262007573,0,3,3.4
Refugee situation in Kenya,Displacement,KEN002,Kenya,KEN,0.559,0,0.782,x,x,3.2,0.4168530947054437,0,0.5831469052945563,x,x,3,3.1
Drought in Kenya,Drought,KEN003,Kenya,KEN,0,27.541,1.198,0.026,0,3.5,0,0.9574815741899597,0.04164928382700598,0.0009039076623557225,0,2,2.75
Syrian refugees in Lebanon,Displacement,LBN002,Lebanon,LBN,0,4.18,1.48,0.041,0,3.6,0,0.7333333333333333,0.2596491228070175,0.007192982456140351,0,3,3.3
Complex crisis in Lebanon,"Socio-political,Violence,Tecnological Disaster,Displacement",LBN006,Lebanon,LBN,0,1.8,3.556,0.344,x,4.3,0,0.3157894736842105,0.623859649122807,0.060350877192982454,x,4,4.15
Complex crisis in Libya,"Conflict,Displacement,Socio-political",LBY001,Libya,LBY,0,6.226,0.329,0.836,0,3.4,0,0.8423758625355162,0.044513597618725476,0.11311053984575835,0,4,3.7
Mixed migration flows in Libya,Displacement,LBY002,Libya,LBY,6.6,0,0.791,x,x,3.2,0.8929779461507239,0,0.10702205384927614,x,x,3,3.1
Storm Daniel and floods in Libya,"Floods,Other seasonal event",LBY003,Libya,LBY,1.126,0,0.884,x,x,3.2,0.5601990049751244,0,0.43980099502487563,x,x,3,3.1
Refugees from Sudan in Libya,Conflict,LBY004,Libya,LBY,2.76,0,0.085,0.11,x,2.2,0.934010152284264,0,0.028764805414551606,0.03722504230118443,x,3,2.6
2024 Floods and Monsoon Rain,Floods,LKA004,Sri Lanka,LKA,9.947,0.177,0.077,x,x,1.5,0.9751004803450642,0.0173512400745025,0.007548279580433291,x,x,1,1.25
Food security crisis in Lesotho,Drought,LSO004,Lesotho,LSO,0.665,0.547,0.293,0,0,2.4,0.4418604651162791,0.36345514950166113,0.1946843853820598,0,0,3,2.7
Displacement from Russia-Ukraine conflict in Lithuania,"Conflict,Displacement",LTU002,Lithuania,LTU,2.832,0,0.044,0,0,1.1,0.9847009735744089,0,0.015299026425591099,0,0,1,1.05
Displacement from Russia-Ukraine conflict in Latvia,"Conflict,Displacement",LVA002,Latvia,LVA,1.879,0,0.046,0,0,1.1,0.9761038961038961,0,0.023896103896103898,0,0,1,1.05
Multiple crises in Morocco,"Displacement,Earthquake",MAR001,Morocco,MAR,35.309,2.3,0.518,x,x,2.9,0.9260891231935374,0.06032470427780838,0.013586172528654234,x,x,2,2.45
Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,38.109,0,0.018,x,x,0.4,0.9995278936186954,0,0.0004721063813045873,x,x,1,0.7
Al Haouz Earthquake in Morocco,Earthquake,MAR003,Morocco,MAR,3.8,2.3,0.5,x,x,2.8,0.5757575757575758,0.3484848484848485,0.07575757575757576,x,x,3,2.9
DIsplacement from Russia-Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,2.539,0,0.126,0,0,1.8,0.9527204502814259,0,0.04727954971857411,0,0,1,1.4
Multiple crisis in Madagascar,"Drought,Cyclone",MDG001,Madagascar,MDG,8.264,5.283,1.388,0,0,3.6,0.553368153207446,0.3537565287263961,0.09294227936252845,0,0,3,3.3
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,4.134,4.916,1.22,0,0,3.5,0.4025316455696203,0.47867575462512174,0.11879259980525804,0,0,3,3.25
Cyclone Gamane in Madagascar,"Cyclone,Floods",MDG009,Madagascar,MDG,4.13,0.367,0.168,x,x,2,0.8853161843515541,0.07867095391211147,0.0360128617363344,x,x,2,2
Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,126.89,0.479,0.135,x,x,1.9,0.9951844648011042,0.0037567448864349352,0.0010587903124607855,x,x,1,1.45
Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,127.118,0.386,x,x,x,x,0.9969726439954825,0.0030273560045175054,x,x,x,x,x
Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,57.696,0.093,0.135,0,0,1.9,0.9960466119982736,0.0016055243849805783,0.0023305999136814847,0,0,1,1.45
Complex crisis in Mali,Conflict,MLI001,Mali,MLI,15.295,0,5.467,1.491,0.142,4.8,0.6829649475329315,0,0.24411699039964277,0.0665773610180844,0.006340701049341371,4,4.4
Multiple crises in Myanmar,"Socio-political,Conflict,Violence",MMR001,Myanmar,MMR,0,37.354,13.493,5.113,x,5,0,0.6675125089349535,0.24111865618298786,0.09136883488205862,x,4,4.5
Rakhine Conflict,Conflict,MMR002,Myanmar,MMR,0,1.794,0.436,1.242,x,3.7,0,0.5167050691244239,0.12557603686635946,0.3577188940092166,x,4,3.85
Kachin and Shan Conflict,Conflict,MMR003,Myanmar,MMR,0,3.065,1.429,0.379,x,3.8,0,0.6289759901498051,0.2932485122101375,0.07777549764005746,x,4,3.9
Post-coup conflict in Myanmar,"Violence,Socio-political,Conflict",MMR004,Myanmar,MMR,0,40.855,11.613,3.492,x,5,0,0.7300750536097212,0.20752323087919944,0.06240171551107934,x,4,4.5
2024 Monsoon Floods,Floods,MMR006,Myanmar,MMR,46.983,0.378,0.015,x,x,0.3,0.9917046605876393,0.007978723404255319,0.0003166160081053698,x,x,1,0.65
Multiple Crises in Mozambique,"Conflict,Displacement,Cyclone",MOZ001,Mozambique,MOZ,0,29.389,3.876,1.678,0,4.6,0,0.841055433133961,0.1109235039922159,0.04802106287382309,0,3,3.8
Cabo Delgado Islamist Insurgency,"Conflict,Displacement",MOZ004,Mozambique,MOZ,0,9.884,0.54,1.16,x,3.7,0,0.8532458563535912,0.04661602209944751,0.10013812154696132,x,4,3.85
2024 Rainy and Cyclone season,"Floods,Displacement,Cyclone",MOZ011,Mozambique,MOZ,0,34.389,0.546,0.008,x,2.9,0,0.9841456085625161,0.015625447156798214,0.00022894428068568812,x,2,2.45
Drought in Mozambique,Drought,MOZ012,Mozambique,MOZ,0,14.654,2.79,0.51,0,4.2,0,0.8161969477553749,0.15539712598863764,0.028405926255987524,0,3,3.6
Refugees from Mali in Mauritania,Displacement,MRT002,Mauritania,MRT,1.891,0,0.133,x,x,1.9,0.9342885375494071,0,0.06571146245059288,x,x,3,2.45
Food Security in Mauritania,"Drought,Floods",MRT003,Mauritania,MRT,3.194,1.023,0.358,0.007,0,2.6,0.6970755128764732,0.2232649498035792,0.07813182016586644,0.0015277171540811873,0,3,2.8
Complex crisis in Malawi,"Drought,Socio-political,Cyclone",MWI002,Malawi,MWI,12.524,0,8.944,0.056,0,4.9,0.5818621074149787,0,0.4155361456978257,0.0026017468871956887,0,3,3.95
International Refugees in Malaysia,Displacement,MYS001,Malaysia,MYS,0,11.041,0.19,x,x,2.1,0,0.9830825393998753,0.016917460600124654,x,x,2,2.05
Food Security Crisis in Namibia,Drought,NAM002,Namibia,NAM,0.745,0.842,1.35,0.085,0,3.6,0.24652547981469225,0.2786234281932495,0.44672402382528126,0.02812706816677697,0,3,3.3
Lake Chad basin crisis in Niger,Conflict,NER002,Niger,NER,0.02,0,0.532,0.288,0,3.2,0.023809523809523808,0,0.6333333333333333,0.34285714285714286,0,4,3.6
Mali/Burkina Faso conflict,Conflict,NER003,Niger,NER,7.112,0,1.178,0.725,0,3.8,0.7889948968271577,0,0.13068560017750167,0.08043044153538939,0,4,3.9
Nigerian Refugees,Displacement,NER004,Niger,NER,4.261,0,0.532,0.264,0,3.2,0.8425944235712873,0,0.10520071188451652,0.052204864544196164,0,4,3.6
Complex crisis in Niger,"Conflict,Displacement,Drought,Floods,Food Security,Violence",NER006,Niger,NER,17.239,5.6,3.023,1.277,x,4.4,0.6352113195032978,0.20634511220015475,0.11138951324661926,0.04705405504992815,x,3,3.7
Complex crisis in Nigeria,"Conflict,Displacement,Violence",NGA001,Nigeria,NGA,85.903,82.685,30.759,0.999,0,5,0.4287732223253771,0.4127110099527817,0.15352939414812375,0.004986373573717469,0,3,4
Middle belt conflict,"Violence,Conflict",NGA003,Nigeria,NGA,7.777,7.607,3.105,0.026,0,4.2,0.42003780718336486,0.4108560626519039,0.16770186335403728,0.0014042668106940318,0,3,3.6
Lake Chad basin crisis in Nigeria,"Conflict,Displacement",NGA004,Nigeria,NGA,0,8.2,5.6,2.1,0.2,4.8,0,0.5093167701863354,0.34782608695652173,0.13043478260869565,0.012422360248447204,4,4.4
Northwest Banditry,"Violence,Displacement",NGA007,Nigeria,NGA,15.897,17.748,9.757,0.483,0,5,0.36224222399453115,0.4044206448672667,0.22233109262846074,0.01100603850974137,0,3,4
Cameroonian Refugees in Nigeria,Displacement,NGA008,Nigeria,NGA,12.575,0,0.1,x,x,1.7,0.9921104536489151,0,0.007889546351084813,x,x,1,1.35
Socioeconomic crisis in Nicaragua,Socio-political,NIC001,Nicaragua,NIC,5.425,1.773,x,x,x,x,0.7536815782161712,0.24631842178382884,x,x,x,x,x
Karnali Earthquake,Earthquake,NPL003,Nepal,NPL,10.338,1.384,0.25,x,x,2.3,0.8635148680253926,0.11560307383895757,0.02088205813564985,x,x,2,2.15
Complex crisis in Pakistan,"Displacement,Conflict",PAK001,Pakistan,PAK,150.73,73.815,19,1.6,0,5,0.6148605927104367,0.30110750780150525,0.07750515001325746,0.006526749474800629,0,3,4
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,4.179,x,x,x,x,x,1.0000000000000002,x,x,x,x,x,x
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,0,12.4,20.57,0.03,0,5,0,0.37575757575757573,0.6233333333333333,0.0009090909090909091,0,3,4
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,0,0.023,0.036,0,0,0.9,0,0.39655172413793105,0.6206896551724138,0,0,3,1.95
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,19.429,13.56,1.06,0,0,3.4,0.5706020558002937,0.39823788546255506,0.031130690161527166,0,0,2,2.7
Multiple crises in the Philippines,"Conflict,Cyclone,Violence,Floods,Other seasonal event",PHL001,Philippines,PHL,70.044,3.558,0.142,x,x,1.9,0.9498393067816606,0.04824864732923803,0.001925606498243901,x,x,2,1.95
Mindanao conflict,"Conflict,Violence",PHL003,Philippines,PHL,26.144,0,0.109,x,x,1.7,0.9958860277312205,0,0.004152064604601554,x,x,1,1.35
2024 Southwest Monsoon,"Cyclone,Floods",PHL015,Philippines,PHL,43.9,3.558,0.033,0,0,0.9,0.9243856730748984,0.07491945842370133,0.0006948685014002653,0,0,2,1.45
Multiple crises in Papua New Guinea,0,PNG001,Papua New Guinea,PNG,4.391,0.255,0.065,x,x,1.4,0.9320738696667374,0.05412863510931862,0.01379749522394396,x,x,2,1.7
Highlands Violence,Violence,PNG003,Papua New Guinea,PNG,4.302,0.233,0.031,x,x,0.8,0.9421813403416557,0.0510293473499781,0.006789312308366185,x,x,2,1.4
2024 Monsoon Flooding in Western Province,Floods,PNG005,Papua New Guinea,PNG,0.089,0.022,0.034,x,x,0.9,0.6137931034482759,0.15172413793103448,0.23448275862068965,x,x,3,1.95
Displacement from Russia-Ukraine conflict in Poland,"Displacement,Conflict",POL002,Poland,POL,36.822,0,0.958,0,0,3.3,0.9746684666084332,0,0.02535800312342836,0,0,1,2.15
Complex crisis in DPRK,"Socio-political,Floods,Other seasonal event,Food Security",PRK001,DPRK,PRK,0,15.254,4.97,5.459,0,5,0,0.5828366192877885,0.18989760048907228,0.20858169035610577,0,4,4.5
Conflict in Palestine,"Conflict,Socio-political,Violence",PSE002,Palestine,PSE,0.748,1.496,1.875,0.879,0.546,4.2,0.1349206349206349,0.2698412698412698,0.33820346320346323,0.15854978354978355,0.09848484848484848,5,4.6
Conflict in West Bank,"Conflict,Displacement,Socio-political,Violence",PSE003,Palestine,PSE,0.748,1.496,0.84,0.12,0.04,3.3,0.23057953144266338,0.46115906288532676,0.2589395807644883,0.036991368680641186,0.012330456226880395,3,3.15
Conflict in Gaza,"Conflict,Displacement,Socio-political,Violence",PSE004,Palestine,PSE,0,0,1.035,0.759,0.506,3.9,0,0,0.44999999999999996,0.33,0.22,5,4.45
Lake Chad basin regional crisis,0,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",10.439,0,5.819,4.406,0.874,5,0.4846782431052094,0,0.27017364657814097,0.20456866932862847,0.04057944098802117,4,4.5
Venezuela Regional Crisis,0,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",149.809,37.651,26.943,0,0,5,0.6987294894637177,0.17560936931558474,0.12566580535629332,0,0,3,4
Syrian Regional Crisis,0,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",162.023,17.456,13.401,8.677,0.067,5,0.8035898504146332,0.08657699480220608,0.06646530174979169,0.04303555132325517,0.0003323017101138753,3,4
Eastern Mediterranean Route ,0,REG006,"Türkiye,Greece","TUR,GRC",15.532,0.434,0.362,0.051,0.006,2.7,0.9478823385817161,0.02648602465519346,0.02209202978152081,0.0031124130355181254,0.00036616623947272064,2,2.35
Central Mediterranean Route,0,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",124.555,0,1.334,x,x,3.5,0.9894033632803502,0,0.01059663671964985,x,x,1,2.25
Western Mediterranean Route,0,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",132.654,0,0.369,x,x,2.6,0.9972260436165175,0,0.0027739563834825558,x,x,1,1.8
Rohingya Regional Crisis,0,REG011,"Bangladesh,Myanmar","BGD,MMR",0,1.794,1.747,1.464,x,4.2,0,0.3583699560527367,0.34898122253296043,0.29244906112664804,x,4,4.1
Southern Africa Regional Food Security Crisis,0,REG012,"Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania","MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA",32.854,36.29,31.7,0.179,0,5,0.32520985112448525,0.359221571111815,0.3137868229331644,0.0017718561925878999,0,3,4
Nagorno-Karabakh Conflict,0,REG013,"Armenia,Azerbaijan","ARM,AZE",2.552,0.353,0.154,0,0,2,0.8339869281045752,0.11535947712418301,0.05032679738562092,0,0,3,2.5
Eastern Africa Regional Drought Crisis,Drought,REG014,"Ethiopia,Somalia,Kenya","ETH,SOM,KEN",9.291,108.664,11.977,12.164,0,5,0.06538583342130265,0.7647278229353601,0.0842886801083782,0.0856047010802632,0,4,4.5
Turkiye / Syria earthquake,Earthquake,REG015,"Türkiye,Syria","TUR,SYR",9.1,14.723,3.021,0.15,0.006,4.2,0.337037037037037,0.5452962962962963,0.11188888888888888,0.005555555555555556,0.00022222222222222223,3,3.6
Displacement from Russia-Ukraine conflict in Romania,"Conflict,Displacement",ROU002,Romania,ROU,19.047,0,0.078,x,x,1.5,0.995921568627451,0,0.00407843137254902,x,x,1,1.25
Displacement from Russia-Ukraine conflict in Russia,"Conflict,Displacement",RUS002,Russia,RUS,144.237,0,1.228,0,0,3.5,0.9915649232799868,0,0.008441951273167244,0,0,1,2.25
Burundi and DRC refugees in Rwanda,Displacement,RWA002,Rwanda,RWA,2.382,0,0.135,0,0,1.9,0.9463647199046484,0,0.05363528009535161,0,0,3,2.45
Complex crisis in Sudan,"Displacement,Violence,Floods",SDN001,Sudan,SDN,0,24.214,10.547,10.651,3.588,5,0,0.4941632653061224,0.21524489795918367,0.21736734693877552,0.07322448979591836,5,5
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,35.993,12.098,0.909,x,x,3.3,0.7345510204081632,0.24689795918367347,0.018551020408163265,x,x,2,2.65
Drought in Senegal,Drought,SEN002,Senegal,SEN,14.638,2.876,0.507,0.012,0,2.9,0.811779059449867,0.15949423247559893,0.02811668145519077,0.0006654835847382431,0,2,2.45
