,,,,,,,,,,,,,,,,,
,,,,,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,0,6.799,8.588,8.074,0,5,0,0.2898124467178176,0.3660699062233589,0.34416027280477407,0,4,4.5
Türkiye / Syria earthquake in Syria,Earthquake,SYR002,Syria,SYR,4.778,8.223,0.297,0.28,0,2.9,0.3518927677124761,0.6056120194432171,0.021873619089703932,0.020621593754603033,0,2,2.45
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,12.884,0,5.475,0.534,0,4.6,0.6819096009315126,0,0.28977453159733246,0.028262940616068592,0,3,3.8
Lake Chad basin crisis,Conflict,TCD003,Chad,TCD,0.218,0,0.45,0.062,0,2.8,0.29863013698630136,0,0.6164383561643836,0.08493150684931507,0,4,3.4
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,2.808,0,1.094,0.002,0,3.4,0.7190781049935979,0,0.28015364916773366,0.0005121638924455825,0,3,3.2
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,1.013,0,2.005,0.109,0,3.9,0.3239526702910137,0,0.641189638631276,0.034857691077710265,0,3,3.45
Conflict in northern region,"Conflict,Displacement,Violence",TGO002,Togo,TGO,0.836,0.239,0.12,0,0,1.8,0.699581589958159,0.2,0.100418410041841,0,0,3,2.4
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,0.303,0,0.123,x,x,1.8,0.7129411764705882,0,0.28941176470588237,x,x,3,2.4
Food Security Crisis in Timor-Leste,Food Security,TLS003,Timor Leste,TLS,0.483,0.494,0.342,0.022,0,2.6,0.3604477611940298,0.3686567164179104,0.25522388059701495,0.016417910447761194,0,3,2.8
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,1.319,0.174,0.026,0,0,0.7,0.8615284128020901,0.11365120836054866,0.016982364467668192,0,0,2,1.35
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,12.486,0,0.086,x,x,1.6,0.9931594018453707,0,0.006840598154629335,x,x,1,1.3
Complex situation in Türkiye,"Displacement,Conflict",TUR001,Türkiye,TUR,35.343,11.455,4.594,0.584,0.073,4.5,0.6790201729106629,0.22007684918347742,0.08826128722382325,0.01121998078770413,0.0014024975984630163,3,3.75
Syrian Refugees in Türkiye,Displacement,TUR002,Türkiye,TUR,35.35,4.521,1.819,0.533,0.067,4,0.8358950106408134,0.10690470560416174,0.043012532513596595,0.01260345235280208,0.0015842988886261527,3,3.5
Mixed Migration Flows in Türkiye,Displacement,TUR003,Türkiye,TUR,15.078,0.428,0.172,0.051,0.006,2.3,0.958185053380783,0.027198779867819014,0.010930350788002034,0.003240976105744789,0.0003812913065582105,1,1.65
Kurdish Conflict,Conflict,TUR004,Türkiye,TUR,x,x,x,x,x,x,x,x,x,x,x,x,x
Türkiye / Syria earthquake in Türkiye,Earthquake,TUR005,Türkiye,TUR,4.322,6.854,2.246,x,x,3.9,0.32200864252719413,0.5106541499031441,0.16733720756966175,x,x,3,3.45
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,4.978,16.508,0.616,0,0,3,0.22522848610985433,0.7469007329653425,0.027870780924803187,0,0,2,2.5
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,0,14.778,0.237,x,x,2.3,0,0.9842157842157843,0.015784215784215783,x,x,2,2.15
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,4.978,1.73,0.379,0,0,2.6,0.7024128686327078,0.24410893184704388,0.05347819952024834,0,0,3,2.8
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,6.033,0,1.702,x,x,3.7,0.7798603929679421,0,0.2200103412616339,x,x,3,3.35
Russia-Ukraine conflict,"Conflict,Displacement",UKR002,Ukraine,UKR,21.711,2.127,9.504,1.17,3.948,5,0.5645085803432137,0.05530421216848674,0.24711388455538222,0.030421216848673948,0.10265210608424337,5,5
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,8.774,11.928,7.6,0,0,4.8,0.3100134266129602,0.42145431418274326,0.2685322592042965,0,0,3,3.9
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,0,16.25,6.916,6.188,5.096,5,0,0.4716981132075472,0.20075471698113206,0.17962264150943397,0.1479245283018868,5,5
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,0,0,0,0.38,0,2.6,0,0,0,1,0,4,3.3
Drought in Zambia,"Drought,Food Security",ZMB002,Zambia,ZMB,5.834,5.515,9.762,0.038,0,5,0.27585228616010216,0.2607688306775734,0.4615821079010828,0.0017967752612416663,0,3,4
Complex crisis in Zimbabwe,"Socio-political,Drought,Food Security",ZWE001,Zimbabwe,ZWE,0,7.629,9.4,x,x,5,0,0.4480004697868342,0.5519995302131657,x,x,3,4
